Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What Happened Category
INC2013-058,Fire,04/05/2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Not Applicable,No,Incorrect Operation
INC2013-059,Operation Beyond Design Limits,04/09/2013,Hanna,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,External Interference
INC2013-067,Operation Beyond Design Limits,04/26/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2013-069,Operation Beyond Design Limits,04/30/2013,Not specified,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2013-070,Fire,05/01/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Defect and Deterioration
INC2013-071,Fire,05/03/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-072,Fire,05/04/2013,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Defect and Deterioration
INC2013-075,Release of Substance,05/12/2013,Fairview,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-086,Operation Beyond Design Limits,06/06/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2013-091,Release of Substance,06/11/2013,Hilda,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-104,Release of Substance,07/03/2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Crude Oil - Sweet,No,"External Interference, Incorrect Operation"
INC2013-107,Release of Substance,07/08/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-114,Release of Substance,07/24/2013,Coaldale,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-117,Fire,07/25/2013,Not specified,Alberta,Kinder Morgan Cochin ULC,Not Applicable,No,To be determined
INC2013-123,Fire,08/17/2013,Taber,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,To be determined
INC2013-131,Release of Substance,09/12/2013,Edson,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-133,Release of Substance,09/16/2013,Not specified,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-136,Release of Substance,09/22/2013,Strome,Alberta,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2013-139,Release of Substance,09/26/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Corrosion and Cracking, Defect and Deterioration"
INC2013-141,Release of Substance,09/28/2013,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-142,Release of Substance,10/06/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-146,Release of Substance,10/17/2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,Defect and Deterioration
INC2013-147,Operation Beyond Design Limits,10/17/2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Defect and Deterioration, Incorrect Operation, Natural Force Damage"
INC2013-148,Release of Substance,10/20/2013,Gadsby,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-153,Fire,10/31/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2013-159,Operation Beyond Design Limits,11/22/2013,Fort Saskatchewan,Alberta,Cochin Pipe Lines Ltd.,Not Applicable,No,Incorrect Operation
INC2013-161,Release of Substance,11/25/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Incorrect Operation
INC2013-162,Release of Substance,11/27/2013,Boyle,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,Corrosion and Cracking
INC2013-164,Release of Substance,12/01/2013,Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Crude Oil - Sweet,Yes,External Interference
INC2014-008,Release of Substance,01/12/2014,Bowden,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"External Interference, Incorrect Operation"
INC2014-012,Fire,01/15/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Defect and Deterioration
INC2014-017,Release of Substance,01/22/2014,Wildrose,Alberta,Trans Mountain Pipeline ULC,Crude Oil - Sweet,No,"Equipment Failure, Incorrect Operation"
INC2014-025,Fire,02/10/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2014-031,Release of Substance,02/16/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Equipment Failure
INC2014-033,Release of Substance,02/18/2014,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,"Corrosion and Cracking, Incorrect Operation"
INC2014-041,Fire,03/13/2014,Edenwold,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2014-043,Release of Substance,03/14/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Natural Gas - Sweet,No,Equipment Failure
INC2014-047,Release of Substance,03/25/2014,Wainwright,Alberta,Kinder Morgan Cochin ULC,Mixed HVP Hydrocarbons,No,Equipment Failure
INC2014-048,Release of Substance,03/27/2014,Bassano,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Corrosion and Cracking, Natural Force Damage"
INC2014-050,Release of Substance,04/01/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Crude Oil - Sour,Yes,"Corrosion and Cracking, Equipment Failure, External Interference"
INC2014-053,Fire,04/09/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2014-059,Release of Substance,04/18/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,"Equipment Failure, External Interference, Natural Force Damage"
INC2014-062,Release of Substance,04/28/2014,Conklin,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Defect and Deterioration, External Interference, Incorrect Operation"
INC2014-065,Release of Substance,05/01/2014,Penhold,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Natural Force Damage
INC2014-067,Release of Substance,05/02/2014,Irma,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Incorrect Operation
INC2014-074,Release of Substance,05/26/2014,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2014-078,Release of Substance,06/02/2014,Morinville,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,Yes,"Equipment Failure, External Interference, Incorrect Operation"
INC2014-081,Release of Substance,06/03/2014,"Killam, AB",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Corrosion and Cracking, Defect and Deterioration, Incorrect Operation"
INC2014-084,Release of Substance,06/11/2014,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Natural Force Damage
INC2014-093,Release of Substance,06/27/2014,Grande Prairie,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-096,Release of Substance,07/06/2014,Crossfield,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Equipment Failure, Natural Force Damage, Other Causes"
INC2014-105,Fire,08/11/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Defect and Deterioration
INC2014-106,Release of Substance,08/13/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Natural Gas Liquids,No,"Equipment Failure, Incorrect Operation"
INC2014-112,Fire,09/08/2014,"Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Equipment Failure
INC2014-126,Serious Injury (CER or TSB),10/02/2014,Camrose,Alberta,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2014-129,Serious Injury (CER or TSB),10/17/2014,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2014-131,Operation Beyond Design Limits,10/22/2014,Fox Creek,Alberta,Alliance Pipeline Ltd.,Not Applicable,No,Natural Force Damage
INC2014-132,Release of Substance,10/23/2014,Irma,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,"Equipment Failure, Incorrect Operation"
INC2014-137,Release of Substance,11/12/2014,Bentley,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2014-147,Release of Substance,12/03/2014,Irma,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,"Defect and Deterioration, Equipment Failure, Incorrect Operation"
INC2014-150,Fire,12/05/2014,Lloydminster,Alberta,Cochin Pipe Lines Ltd.,Not Applicable,No,"Defect and Deterioration, Equipment Failure, External Interference, Incorrect Operation"
INC2014-151,Operation Beyond Design Limits,12/09/2014,Atmore,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-006,Fire,01/16/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-014,Operation Beyond Design Limits,02/04/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"Equipment Failure, Incorrect Operation"
INC2015-016,Release of Substance,02/08/2015,Boyle,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-021,Release of Substance,02/28/2015,Grand Prairie,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Corrosion and Cracking, External Interference"
INC2015-024,Fire,03/04/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-028,Release of Substance,03/13/2015,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Crude Oil - Sweet,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2015-035,Operation Beyond Design Limits,04/02/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-041,Fire,04/19/2015,Spirit River,Alberta,Pembina Energy Services Inc.,Not Applicable,No,Incorrect Operation
INC2015-043,Serious Injury (CER or TSB),04/21/2015,Jasper,Alberta,Trans Mountain Pipeline ULC,Not Applicable,Yes,Incorrect Operation
INC2015-046,Release of Substance,05/04/2015,Cold Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,"Corrosion and Cracking, External Interference"
INC2015-049,Release of Substance,05/06/2015,"Spririt River, Alberta",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Corrosion and Cracking, Defect and Deterioration"
INC2015-056,Release of Substance,05/12/2015,"Medicine Hat, Alberta",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,"Incorrect Operation, Natural Force Damage"
INC2015-057,Fire,05/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-058,Operation Beyond Design Limits,05/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-061,Fire,05/22/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-073,Release of Substance,06/27/2015,Hardisty,Alberta,Express Pipeline Ltd.,Crude Oil - Sweet,No,External Interference
INC2015-080,Release of Substance,07/13/2015,Karr Receipt Point is approximately 95 km SE of Grande Prairie,Alberta,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Incorrect Operation
INC2015-081,Operation Beyond Design Limits,07/13/2015,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2015-088,Operation Beyond Design Limits,07/30/2015,"Grand Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2015-090,Operation Beyond Design Limits,08/06/2015,Valleyview,Alberta,Alliance Pipeline Ltd.,Not Applicable,No,Incorrect Operation
INC2015-095,Release of Substance,08/19/2015,"Fort St. John, B.C.",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-096,Release of Substance,08/21/2015,"Beiseker, AB",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-097,"Explosion, Fire",08/24/2015,"Hardisty, Alberta",Alberta,Enbridge Pipelines Inc.,Not Applicable,No,Corrosion and Cracking
INC2015-101,Fire,08/28/2015,Smoky Lake,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Equipment Failure
INC2015-104,Release of Substance,09/06/2015,"St.Paul, Alberta",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-107,Release of Substance,09/13/2015,Bruce,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-120,Adverse Environmental Effects,10/25/2015,Fort McKay,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,External Interference
INC2015-121,Release of Substance,10/27/2015,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,"Equipment Failure, External Interference"
INC2015-123,Release of Substance,10/29/2015,Fort Mackay,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2015-125,Adverse Environmental Effects,11/02/2015,Fort McKay ,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,External Interference
INC2015-127,Release of Substance,11/09/2015,CFB Wainwright,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2015-128,Adverse Environmental Effects,11/10/2015,Fort McKay,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,External Interference
INC2015-129,Adverse Environmental Effects,11/10/2015,Fort McKay,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,External Interference
INC2015-130,Adverse Environmental Effects,11/10/2015,Fort McKay,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,"External Interference, Natural Force Damage"
INC2015-137,Fire,11/26/2015,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Equipment Failure, External Interference"
INC2015-140,Fire,12/04/2015,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2015-141,Fire,12/04/2015,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2015-142,Fire,12/05/2015,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Incorrect Operation
INC2015-145,Operation Beyond Design Limits,12/11/2015,Hardisty AB,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-146,Operation Beyond Design Limits,12/12/2015,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Equipment Failure, External Interference"
INC2015-152,Fire,12/31/2015,Fort McMurray ,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2016-003,Fire,01/02/2016,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2016-004,Operation Beyond Design Limits,01/04/2016,Edmonton,Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-010,Release of Substance,01/19/2016,"Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2016-013,Fire,01/25/2016,Wabasca,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-022,Release of Substance,02/10/2016,Strome,Alberta,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Incorrect Operation
INC2016-025,Serious Injury (CER or TSB),02/16/2016,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2016-042,Operation Beyond Design Limits,05/04/2016,"North west of Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,External Interference
INC2016-043,Release of Substance,05/11/2016,"Smokey Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2016-044,Operation Beyond Design Limits,05/11/2016,"Hussar, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Incorrect Operation
INC2016-045,Operation Beyond Design Limits,05/12/2016,"Hardisty, Alberta",Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-049,Fire,05/18/2016,Manning,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Incorrect Operation
INC2016-056,Operation Beyond Design Limits,06/03/2016,"Assumption, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Natural Force Damage
INC2016-057,Fire,06/10/2016,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Equipment Failure, External Interference"
INC2016-063,Operation Beyond Design Limits,06/29/2016,Pecten,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2016-064,Fire,06/29/2016,FT MacKy,Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-080,Release of Substance,07/21/2016,Jenner,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2016-081,Release of Substance,07/21/2016,Edmonton & Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Diesel Fuel,No,"Defect and Deterioration, Equipment Failure, External Interference"
INC2016-082,Operation Beyond Design Limits,07/26/2016,"Pecten, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2016-083,Release of Substance,07/27/2016,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,Yes,Corrosion and Cracking
INC2016-084,Operation Beyond Design Limits,07/30/2016,"Hardisty, AB",Alberta,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-086,Release of Substance,08/03/2016,Boyle,Alberta,NOVA Gas Transmission Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2016-089,Operation Beyond Design Limits,08/08/2016,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,External Interference
INC2016-091,Fire,08/13/2016,"Fort McKay, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-093,Fire,08/14/2016,"Lodgepole ,AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-097,Release of Substance,08/25/2016,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Incorrect Operation
INC2016-098,Fire,08/25/2016,"Smoky Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,External Interference
INC2016-100,Operation Beyond Design Limits,08/25/2016,"Endiang, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Incorrect Operation
INC2016-101,Operation Beyond Design Limits,08/29/2016,"Chisholm, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"Incorrect Operation, Other Causes"
INC2016-103,Release of Substance,08/29/2016,"Patricia, Alberta",Alberta,NOVA Gas Transmission Ltd.,Lube Oil,No,Corrosion and Cracking
INC2016-104,Operation Beyond Design Limits,08/30/2016,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,Other Causes
INC2016-112,Operation Beyond Design Limits,09/16/2016,"Chisholm, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2016-115,Release of Substance,09/22/2016,Hardisty Alberta,Alberta,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2016-116,Operation Beyond Design Limits,09/26/2016,"Grande Prairie, AB",Alberta,NOVA Gas Transmission Ltd.,Not Applicable,No,"External Interference, Other Causes"
